Ticket_ID,Call_Date,Call_Time,Resolution_Date,Agent_Name,Department,Issue_Type,Priority,Status,Channel,Region,Handle_Time_Minutes,Wait_Time_Seconds,First_Call_Resolution,SLA_Met,Satisfaction_Score,OS_Type,Shift,Escalated,Reopen_Count,Cost_Per_Ticket_USD,Agent_Experience_Yrs
,04/08/2024,05:03:49 AM,2024/08/05,James Anderson,,Data Recovery,Hign,OPEN,self-service portal,North,42.0,2536,YES,yes,10.0,linux,Afternoon,Yes,2.0,82.52,8.0
TKT-0927,2024/05/10,08:21,13-May-2024,,,Data Recovery,medium,Escalated,phone,Central,160.0,2375,YES,no,4.0,macOS,morning,,3.0,164.61,2.0
TKT-0893,2024/05/20,06:12 PM,05-20-2024,david brown ,Sales,Password Reset,medium,resolved,Walk In,West,125.0,2504,no,no,1.0,Windows 11,morning,yes,,120.54,0.0
TKT-0883,11-06-2024,12:10:09,2024-11-07,Bob Smith,,Password Reset,Low,In Progress,Walk-in,,41.0,1862,,yes,,Windows 10,Afternoon,No,0.0,85.5,7.0
TKT-0984,2024/11/24,02:17:55,2024-11-24,Irene Taylor,HR,Printer Issue,CRITICAL,In progress,self-service portal,,139.0,3245,no,Y,4.0,linux,Afternoon,,,65.59,7.0
TKT-0734,07-01-2024,07:27:48 AM,03-Jul-2024,Irene Taylor,IT,SOFTWARE INSTALLATION,Low,closed,chat,East,164.0,2754,no,N,4.0,Linux,Night,No,0.0,86.23,5.0
TKT-0096,22/04/2024,12:57 AM,04-23-2024,Irene  Taylor,Marketing,System Crash,Low,Open,Walk-in,Central,16.0,3322,no,Y,,Linux,Night,Yes,3.0,114.9,10.0
TKT-0564,2024-05-09,12:12:00 PM,2024/05/09,EMILY DAVIS,HR,Email problem,CRITICAL,resolved,EMAIL,South,,2939,,Y,,Windows 11,AFTERNOON,,1.0,158.11,5.0
TKT-0241,18-Jan-2024,12:20:56,2024-01-18,James Anderson,Admin,network issue,Medium,Open,Phone,Central,34.0,99999,,no,,linux,Morning,yes,1.0,7.4,0.0
TKT-0743,07-13-2024,09:55 AM,14-Jul-2024,Bob Smith,Legal,vpn access,HIGH,closed,Email,,156.0,303,No,Y,2.0,WINDOWS 11,Morning,No,,,9.0
TKT-0575,2024/02/14,04:22 PM,2024/02/16,Bob Smith,,VPN Access,low,closed,chat,,,385,,Y,99.0,Windows 11,AFTERNOON,No,0.0,101.13,-2.0
TKT-0691,07-May-2024,19:59:50,05-09-2024,Alice Johnson,IT,Printer Issue,Mediun,OPEN,EMAIL,Central,40.0,739,Yes,,0.0,macOS,Night Shift,yes,0.0,79.52,0.0
,02/12/2024,09:42:16,12-04-2024,BOB SMITH,Finance,Network Issue,HIGH,Closed,Walk In,Central,43.0,1756,,N,3.0,linux,Night Shift,,-1.0,98.84,10.0
TKT-0554,01-10-2024,04:21,2024-01-11,Frank Miller,HR,Password Reset,low,closed,phone,South,115.0,2803,no,,3.0,Linux,Night,no,0.0,,2.0
,02-Aug-2024,10:29:09 AM,2024/08/04,Carol  White,IT,Printer Issue,HIGH,escalated,phone,,146.0,3246,no,No,10.0,Windows 10 ,Night Shift,no,0.0,30.78,7.0
TKT-0914,2024/12/15,12:20 PM,12-15-2024,David Brown,Marketing,Account Locked,Mediun,In progress,Chat,East,119.0,984,yes,,,Windows 10 ,AFTERNOON,no,0.0,34.02,1.0
TKT-0207,2024/10/23,03:37 AM,24/10/2024,david brown ,Admin,Printer Issue,medium,Open,Self-Service Portal,East,19.0,2330,,Y,10.0,linux,Night,,,146.69,1.0
TKT-0393,2024-07-14,01:38,14-Jul-2024,BOB SMITH,HR,network issue,low,Resolved,phone,,149.0,398,Yes,,4.0,MacOS,morning,no,2.0,138.19,6.0
TKT-0795,2024/06/07,05:09:00,07-Jun-2024,BOB SMITH,Operations,System Crash,Low,Resolved,Walk In,,62.0,2203,NO,Y,3.0,Linux,Night Shift,no,0.0,104.5,0.0
,01-12-2024,17:28,2024/01/12,Carol White,Legal,SOFTWARE INSTALLATION,Medium,Closed,self-service portal,South,90.0,1962,,N,3.0,Windows 10 ,Night Shift,,3.0,194.32,1.0
TKT-0767,2024/09/21,13:07:05,24-Sep-2024,EMILY DAVIS,Marketing,SOFTWARE INSTALLATION,Mediun,escalated,Walk-in,West,148.0,1935,,,,Linux,Afternoon,No,3.0,190.61,4.0
TKT-0884,01-23-2024,22:34,2024-01-23,Grace Wilson ,IT,Account Locked,HIGH,In progress,self-service portal,South,48.0,900,YES,No,99.0,Windows 10,AFTERNOON,yes,0.0,111.12,7.0
TKT-0218,03/01/2024,10:02 AM,05-Jan-2024,Emily Davis,Sales,Printer Issue,High,Resolve,Self-Service Portal,,85.0,3006,NO,,10.0,windows 10,Morning,No,0.0,161.21,0.0
TKT-0005,01-Jan-2024,07:20 PM,01/01/2024,,Sales,Software Installation,Critical,closed,Email,West,30.0,1496,,,5.0,Windows 11,Night Shift,yes,-1.0,93.04,4.0
TKT-0769,30/10/2024,17:51:41,31/10/2024,Bob Smith,,VPN Access,medium,In Progress,Walk In,,-5.0,1307,Yes,N,,windows 10,Night,No,-1.0,96.48,0.0
TKT-0643,2024-10-27,13:34,2024/10/29,BOB SMITH,Legal,Network Issue,Medium,Resolved,Chat,North,105.0,1073,,,1.0,Windows 11,Afternoon,No,-1.0,144.14,
TKT-0934,19/05/2024,12:37 PM,2024-05-21,henry moore,Operations,Account Locked,CRITICAL,Resolved,phone,West,81.0,729,YES,Y,3.0,macOS,Morning,no,,29.72,8.0
TKT-0613,06-19-2024,07:31 AM,21-Jun-2024,Grace Wilson,Operations,network issue,Medium,Open,Walk-in,North,9.0,920,No,Yes,0.0,Linux,Night Shift,yes,,138.43,6.0
TKT-0739,2024-11-13,01:28 PM,11-13-2024,alice johnson,Sales,System Crash,Mediun,Open,Phone,South,,2803,YES,No,4.0,Windows 11,morning,no,,133.07,4.0
TKT-0547,20/06/2024,04:20 PM,22-Jun-2024,Emily Davis,Marketing,vpn access,HIGH,OPEN,self-service portal,Central,126.0,1881,yes,N,2.0,macOS,Morning,,0.0,163.18,5.0
TKT-0726,2024/07/30,13:04:00,30-Jul-2024,Frank Miller,Finance,Software Installation,Low,In Progress,Chat,East,82.0,3068,no,No,,Linux,Night,No,2.0,83.7,5.0
TKT-0954,08-30-2024,02:02:00 PM,09-01-2024,Irene  Taylor,IT,password reset,Medium,Closed,Chat,Central,46.0,3329,no,Y,,windows 10,Night,Yes,0.0,193.53,0.0
TKT-0684,25/10/2024,13:11:12,10-26-2024,Irene  Taylor,Operations,System Crash,Critical,resolved,Walk In,North,-5.0,2509,YES,Y,3.0,MacOS,morning,yes,1.0,150.48,-2.0
TKT-0099,2024/02/09,07:22:20 AM,09-Feb-2024,,Operations,Password Reset,HIGH,Escalated,Walk-in,South,164.0,373,,N,,Windows 11,Night,no,0.0,11.52,1.0
TKT-0805,2024/04/03,10:12:25 PM,04-03-2024,Irene  Taylor,HR,Data Recovery,medium,Closed,Email,,33.0,2861,YES,,4.0,Linux,Night Shift,,,64.64,-2.0
TKT-0728,14/05/2024,02:19 AM,05-14-2024,alice johnson,Admin,Password Reset,Low,resolved,phone,South,8.0,896,,,0.0,Windows 11,Night Shift,No,0.0,75.43,7.0
TKT-0574,2024/09/22,12:11 PM,,Henry Moore,Marketing,SOFTWARE INSTALLATION,Low,resolved,self-service portal,West,155.0,2651,No,Y,99.0,windows 10,Night Shift,No,3.0,49.19,7.0
TKT-0407,19/07/2024,12:09,21/07/2024,alice johnson,Finance,Email problem,High,In progress,Email,,18.0,932,,N,4.0,Linux,AFTERNOON,No,0.0,114.73,99.0
TKT-0503,2024/02/22,10:25:10,23-Feb-2024,henry moore,Marketing,password reset,CRITICAL,In Progress,phone,East,22.0,2813,NO,yes,3.0,WINDOWS 11,Afternoon,Yes,-1.0,191.47,99.0
TKT-0048,10-Mar-2024,02:45:49 AM,12-Mar-2024,Bob Smith,Marketing,password reset,HIGH,escalated,EMAIL,South,11.0,1211,No,Yes,4.0,linux,morning,no,-1.0,160.47,5.0
TKT-0033,2024/09/09,03:06,,david brown ,Sales,Email Problem,low,Resolve,Email,South,36.0,1601,no,yes,,MacOS,AFTERNOON,Yes,-1.0,,4.0
TKT-0780,08-Jul-2024,23:34:01,07-09-2024,,,Network Issue,low,resolved,chat,West,9.0,306,NO,yes,2.0,linux,AFTERNOON,Yes,0.0,75.41,1.0
TKT-0840,10-Jul-2024,11:04,07-11-2024,Frank Miller,HR,password reset,Critical,Resolve,Email,West,78.0,403,,yes,-1.0,WINDOWS 11,Night,Yes,3.0,146.43,5.0
TKT-0201,06-Jul-2024,22:37:11,08-Jul-2024,Carol  White,Sales,network issue,Critical,escalated,Walk-in,,174.0,449,No,,,WINDOWS 11,Morning,no,1.0,61.66,99.0
TKT-0135,2024/12/02,16:18,2024/12/02,JAMES ANDERSON,Marketing,VPN Access,High,resolved,Walk-in,East,-5.0,2101,YES,N,4.0,Windows 10,Afternoon,yes,1.0,42.93,7.0
TKT-0028,06-11-2024,23:30,13-Jun-2024,frank miller,Finance,Software Installation,Low,escalated,self-service portal,East,100.0,2728,,,3.0,windows 10,Morning,,,127.23,-2.0
TKT-0916,2024/12/01,22:40,02/12/2024,BOB SMITH,Operations,System Crash,High,Closed,phone,,100.0,1222,yes,no,0.0,windows 10,Night,No,-1.0,197.3,10.0
TKT-0231,2024/09/27,03:44:13 AM,,,Sales,Network Issue,Mediun,OPEN,Email,East,123.0,143,NO,No,0.0,Windows 11,Night,No,0.0,100.31,2.0
TKT-0490,18-Oct-2024,07:50 PM,10-19-2024,James Anderson,,Email Problem,low,OPEN,self-service portal,,46.0,789,Yes,No,10.0,linux,Morning,No,1.0,134.2,6.0
TKT-0773,2024/12/08,08:54:29 AM,09-Dec-2024,,Sales,password reset,HIGH,escalated,Walk In,,155.0,1876,,Y,4.0,Linux,Night,No,0.0,,4.0
TKT-0379,02-26-2024,15:08,26-Feb-2024,Emily Davis,Operations,Account Locked,Mediun,Escalated,Walk In,South,-5.0,3185,NO,no,3.0,Windows 11,morning,yes,-1.0,75.63,4.0
TKT-0289,2024-03-13,12:58 AM,2024/03/13,James Anderson,Marketing,System Crash,low,Resolve,Email,Central,60.0,1759,,No,,MacOS,Afternoon,No,,135.12,5.0
TKT-0419,11-Jun-2024,12:55:40 PM,11/06/2024,Emily Davis,Admin,VPN Access,Critical,Open,Phone,,104.0,1507,Yes,no,,WINDOWS 11,morning,Yes,3.0,18.05,6.0
TKT-0675,14/09/2024,15:25:01,15-Sep-2024,Irene  Taylor,IT,Email Problem,Low,Open,chat,Central,165.0,1331,,Yes,5.0,Windows 10,Night,Yes,-1.0,162.87,10.0
TKT-0392,2024/11/04,07:55:23 PM,2024-11-05,david brown ,Admin,Software Installation,Medium,Closed,Self-Service Portal,Central,172.0,2035,,N,,Windows 10 ,Night Shift,,,174.73,
TKT-0593,29-May-2024,10:02 PM,05-30-2024,JAMES ANDERSON,Sales,Data Recovery,medium,In Progress,self-service portal,South,155.0,628,yes,Yes,-1.0,windows 10,Night Shift,No,0.0,78.49,6.0
TKT-0499,23/02/2024,09:16 PM,2024-02-26,Carol White,Marketing,Email Problem,medium,closed,EMAIL,North,40.0,3010,Yes,Y,3.0,MacOS,AFTERNOON,,1.0,110.75,0.0
TKT-0139,06-15-2024,11:39 AM,16-Jun-2024,frank miller,Operations,password reset,medium,In Progress,chat,South,49.0,2256,yes,No,5.0,WINDOWS 11,Afternoon,No,-1.0,39.44,8.0
TKT-0063,02-Oct-2024,21:52:13,03-Oct-2024,Grace Wilson ,HR,Email problem,Hign,resolved,Email,West,176.0,3101,YES,,2.0,Windows 11,Morning,No,,16.26,8.0
TKT-0472,2024-10-14,00:44,14-Oct-2024,Grace Wilson,Operations,Email problem,low,escalated,Email,North,146.0,99999,No,no,1.0,Windows 11,Night Shift,yes,1.0,23.23,5.0
TKT-0648,15-Mar-2024,12:04:00,03-17-2024,Grace Wilson ,Operations,Data Recovery,Low,Closed,Walk-in,North,-5.0,901,No,,1.0,Windows 11,AFTERNOON,No,0.0,18.9,8.0
TKT-0129,28-Nov-2024,10:06:45,30/11/2024,Irene  Taylor,Admin,VPN Access,low,Resolve,EMAIL,South,164.0,3408,yes,,5.0,windows 10,AFTERNOON,No,0.0,59.76,3.0
TKT-0842,11-25-2024,08:29,2024/11/26,Irene Taylor,Marketing,vpn access,Low,In Progress,phone,South,75.0,2527,yes,No,2.0,windows 10,morning,No,0.0,193.51,6.0
,25/02/2024,10:45:03,,,Legal,Network Issue,Critical,Resolved,chat,South,23.0,810,YES,Yes,,Linux,Night,yes,3.0,142.16,10.0
TKT-0839,2024/06/13,23:56:54,06-14-2024,EMILY DAVIS,Finance,password reset,medium,escalated,Chat,,144.0,1017,,Yes,10.0,Windows 11,Afternoon,,0.0,17.61,8.0
TKT-0404,2024/12/31,06:31,12-31-2024,James Anderson,Legal,Password Reset,Critical,Resolve,phone,,,1572,No,N,2.0,macOS,morning,Yes,,78.54,99.0
TKT-0065,09-Mar-2024,20:55:22,2024-03-09,Henry Moore,Finance,Password Reset,High,Closed,chat,Central,47.0,2210,no,Y,3.0,linux,morning,Yes,-1.0,142.14,1.0
TKT-0813,2024-08-22,22:54,,JAMES ANDERSON,,Email problem,Medium,Open,Phone,West,112.0,2403,Yes,Yes,5.0,Linux,AFTERNOON,Yes,0.0,134.13,5.0
TKT-0015,31-Aug-2024,19:54,31-Aug-2024,Carol  White,,vpn access,low,Escalated,Chat,West,118.0,1707,NO,Y,4.0,Windows 10,Morning,,-1.0,150.01,8.0
TKT-0157,29/06/2024,11:40:19 AM,2024/06/30,Carol  White,Marketing,Password Reset,Hign,Closed,Walk-in,West,130.0,1139,,Yes,,macOS,Night,,0.0,32.02,9.0
TKT-0041,2024-11-04,04:48:48,11-04-2024,Irene  Taylor,Finance,Email problem,Mediun,Resolve,self-service portal,,47.0,3175,NO,no,99.0,windows 10,Night Shift,Yes,,113.09,-2.0
TKT-0493,2024/02/29,12:32 PM,29-Feb-2024,alice johnson,Legal,Password Reset,High,Open,EMAIL,,22.0,2747,No,,-1.0,linux,Morning,No,0.0,48.0,5.0
,2024-12-12,22:16:16,2024-12-12,Carol  White,,vpn access,High,escalated,Phone,South,37.0,498,NO,no,,linux,Night,,0.0,96.35,
TKT-0188,24-Sep-2024,03:55:13 PM,2024-09-26,Henry Moore,Admin,System Crash,medium,OPEN,self-service portal,West,120.0,1153,,N,,Linux,AFTERNOON,No,0.0,7.42,0.0
TKT-0764,17/09/2024,05:44,2024-09-19,Grace Wilson,Operations,Hardware failure,High,resolved,Self-Service Portal,East,129.0,2974,NO,N,,Windows 10 ,morning,Yes,0.0,,6.0
TKT-0217,2024-03-16,03:22,2024-03-17,Irene Taylor,Admin,Printer Issue,Mediun,Resolved,Walk In,,74.0,749,,No,0.0,macOS,morning,no,-1.0,57.52,
TKT-0922,09-20-2024,00:50:12,2024-09-20,James Anderson,Finance,vpn access,Mediun,resolved,Email,Central,178.0,3447,NO,no,,macOS,morning,,0.0,113.49,5.0
TKT-0792,26-Oct-2024,03:43:59,28-Oct-2024,Carol White,Operations,Email problem,Critical,In Progress,Walk In,,156.0,528,no,,,Windows 11,morning,no,,27.21,1.0
TKT-0053,2024/11/16,09:39,11-16-2024,Emily Davis,Admin,VPN Access,Mediun,closed,phone,South,130.0,2635,No,Y,-1.0,Windows 10,Morning,no,2.0,139.28,3.0
TKT-0879,30-Dec-2024,12:34:14 AM,2024/12/30,Irene  Taylor,Marketing,SOFTWARE INSTALLATION,Medium,Resolve,Self-Service Portal,West,104.0,2482,no,Y,-1.0,windows 10,Night,Yes,0.0,74.09,1.0
TKT-0338,08-Aug-2024,12:44:10 AM,08-Aug-2024,david brown ,Sales,SOFTWARE INSTALLATION,Low,OPEN,Walk In,West,35.0,2119,,Y,,Linux,Night Shift,No,0.0,119.96,99.0
TKT-0749,2024/10/11,19:14:01,10-13-2024,Alice Johnson,,System Crash,CRITICAL,escalated,self-service portal,East,58.0,3106,yes,no,0.0,Windows 11,Night Shift,yes,-1.0,120.51,5.0
TKT-0720,10/11/2024,13:55:33,2024/11/11,Alice Johnson,Operations,vpn access,CRITICAL,Escalated,Email,Central,50.0,1395,,N,10.0,macOS,Night Shift,yes,2.0,65.68,9.0
TKT-0725,18/08/2024,09:01:47,18/08/2024,henry moore,Legal,Hardware failure,HIGH,Resolve,Walk-in,West,153.0,3329,NO,,3.0,Linux,Morning,no,-1.0,150.52,7.0
TKT-0296,2024/11/16,02:45:14 AM,2024-11-17,Grace Wilson ,IT,password reset,CRITICAL,In Progress,phone,East,176.0,2689,No,,,Windows 10 ,Night,,0.0,93.69,3.0
TKT-0702,2024/03/22,07:46 AM,2024-03-23,Frank Miller,Admin,Password Reset,Mediun,Open,Self-Service Portal,East,168.0,586,Yes,No,4.0,Windows 10,Morning,yes,0.0,57.4,6.0
TKT-0252,06-26-2024,22:53:45,27/06/2024,david brown ,Admin,System Crash,Low,closed,EMAIL,West,102.0,2520,,,3.0,MacOS,morning,,0.0,19.92,2.0
TKT-0727,05-30-2024,12:39:10 AM,05-31-2024,EMILY DAVIS,Marketing,Account Locked,low,resolved,EMAIL,Central,64.0,3192,,yes,,Windows 10 ,Afternoon,No,0.0,90.54,99.0
TKT-0462,22-May-2024,02:22:50,22-May-2024,henry moore,Operations,Data Recovery,High,closed,Email,South,92.0,732,no,,4.0,Windows 11,Afternoon,No,-1.0,150.81,2.0
TKT-0456,06-22-2024,21:10,2024/06/24,Carol  White,Operations,network issue,Critical,Closed,phone,,,1479,YES,yes,,Linux,Afternoon,no,,186.33,
TKT-0271,2024-02-12,03:31:41 AM,2024/02/14,frank miller,,Data Recovery,Medium,closed,Chat,West,59.0,104,YES,Y,-1.0,WINDOWS 11,morning,Yes,0.0,45.46,
TKT-0816,13/02/2024,12:49:05 AM,13/02/2024,alice johnson,HR,Hardware Failure,Mediun,Resolve,Walk-in,South,114.0,2259,YES,no,-1.0,Windows 10,Night,no,1.0,137.6,4.0
TKT-0863,2024-04-13,10:04 PM,04-13-2024,Frank Miller,Marketing,Network Issue,CRITICAL,Resolve,self-service portal,,81.0,99999,yes,,,WINDOWS 11,Night,Yes,0.0,33.69,3.0
TKT-0270,2024-03-27,01:06:22 AM,29-Mar-2024,Irene  Taylor,Sales,network issue,Low,Resolve,EMAIL,,47.0,224,Yes,Y,,Linux,Morning,no,3.0,,2.0
TKT-0202,07-Aug-2024,06:54:04,09-Aug-2024,David Brown,Admin,Hardware failure,CRITICAL,escalated,Email,East,175.0,1515,No,Yes,99.0,Windows 11,Afternoon,,2.0,161.19,7.0
TKT-0162,22-Mar-2024,12:35:24 PM,2024-03-22,Frank Miller,Admin,Email Problem,Low,Resolved,EMAIL,South,-5.0,1382,YES,,10.0,Windows 10 ,Night,No,-1.0,91.17,10.0
,2024/06/04,23:00,04/06/2024,Grace Wilson,Marketing,network issue,High,escalated,self-service portal,,2.0,1146,yes,No,1.0,Windows 10 ,Morning,,3.0,75.46,2.0
TKT-0730,2024/12/22,17:30,22/12/2024,Carol White,Marketing,Hardware Failure,HIGH,Escalated,EMAIL,West,,854,YES,,,MacOS,AFTERNOON,Yes,,132.08,1.0
TKT-0402,10/10/2024,02:21:15 AM,10-11-2024,Carol  White,Legal,Software Installation,medium,Resolved,chat,West,38.0,990,,no,4.0,Windows 11,AFTERNOON,no,,,1.0
,05/03/2024,12:03 PM,07-Mar-2024,JAMES ANDERSON,Admin,Hardware Failure,Critical,escalated,Walk-in,South,84.0,1797,YES,N,-1.0,Windows 11,Morning,No,0.0,146.57,0.0
,2024/11/21,02:33:09,23/11/2024,,Admin,password reset,CRITICAL,In Progress,Self-Service Portal,North,20.0,1739,,N,,windows 10,Morning,no,3.0,,
TKT-0822,25/07/2024,10:38:37,07-26-2024,Irene Taylor,Finance,VPN Access,Critical,Escalated,Phone,South,6.0,2167,NO,Y,2.0,macOS,AFTERNOON,Yes,,65.12,5.0
TKT-0772,15-Feb-2024,06:04 PM,2024-02-16,Alice Johnson,,SOFTWARE INSTALLATION,HIGH,In progress,Walk-in,North,64.0,2564,,Yes,99.0,WINDOWS 11,Morning,No,,116.51,4.0
TKT-0106,30/08/2024,18:35:22,2024/08/31,James Anderson,Sales,Password Reset,low,Resolved,Chat,,43.0,99999,,N,2.0,Linux,Afternoon,yes,,171.06,8.0
TKT-0566,26/05/2024,08:19,26-May-2024,JAMES ANDERSON,IT,Printer Issue,Critical,closed,EMAIL,,114.0,1777,no,No,5.0,windows 10,Morning,yes,3.0,34.5,
TKT-0390,06-02-2024,00:04:16,06-04-2024,JAMES ANDERSON,IT,Hardware Failure,High,OPEN,Chat,West,173.0,1286,No,N,-1.0,macOS,morning,Yes,0.0,32.77,5.0
,25/06/2024,19:16,06-25-2024,henry moore,Finance,Account Locked,Mediun,resolved,self-service portal,Central,119.0,2206,Yes,no,2.0,Linux,Night Shift,No,1.0,78.99,
TKT-0977,30/10/2024,11:04:27,10-31-2024,David Brown,,network issue,High,Resolve,Email,West,127.0,2769,Yes,No,2.0,linux,Morning,,0.0,,-2.0
TKT-0115,09-Jun-2024,12:45:55 AM,2024-06-11,Grace Wilson ,Admin,Network Issue,low,Resolve,Walk-in,East,-5.0,2974,YES,No,,MacOS,Night,No,3.0,14.82,4.0
TKT-0562,06-22-2024,07:30 AM,23/06/2024,Grace Wilson ,IT,vpn access,Low,escalated,Self-Service Portal,,-5.0,2252,no,Y,3.0,windows 10,Night,No,0.0,59.1,8.0
TKT-0932,2024-06-10,07:06:24,2024-06-10,Henry Moore,Operations,System Crash,High,Escalated,chat,Central,35.0,2904,No,no,,macOS,Night Shift,Yes,-1.0,41.27,8.0
TKT-0081,2024-05-20,07:34:18 AM,2024-05-20,henry moore,Admin,Network Issue,Mediun,Open,Self-Service Portal,North,119.0,2326,NO,,99.0,linux,Night,No,1.0,119.65,6.0
TKT-0206,2024-09-20,01:17 PM,2024-09-22,Carol  White,Sales,password reset,Mediun,Open,chat,Central,152.0,101,yes,no,-1.0,Windows 11,Night Shift,no,1.0,191.8,0.0
TKT-0035,03-Aug-2024,04:07:47 PM,,Irene  Taylor,Finance,Network Issue,CRITICAL,escalated,Walk-in,East,123.0,1846,,,0.0,Windows 10,Night Shift,,0.0,,5.0
TKT-0943,2024-02-15,05:57 PM,16/02/2024,alice johnson,Sales,Software Installation,High,Closed,chat,Central,170.0,684,yes,,-1.0,Windows 10 ,Morning,yes,-1.0,,4.0
TKT-0776,2024/09/29,01:11:33,30/09/2024,henry moore,Legal,VPN Access,Mediun,Resolve,Phone,Central,87.0,2873,,Yes,,Linux,Morning,Yes,3.0,173.72,10.0
TKT-0509,2024/03/07,11:54 AM,07-Mar-2024,Grace Wilson,IT,VPN Access,Hign,Open,Chat,South,96.0,1189,No,Yes,0.0,Linux,Morning,,-1.0,108.84,-2.0
,2024-02-09,19:06,09-Feb-2024,Irene Taylor,Operations,Password Reset,HIGH,In progress,EMAIL,North,9.0,2546,Yes,,1.0,macOS,Morning,Yes,-1.0,26.95,0.0
TKT-0455,17-Dec-2024,22:22,2024/12/17,Bob Smith,Finance,Hardware Failure,High,closed,Phone,West,12.0,686,yes,yes,2.0,Linux,Afternoon,,1.0,11.25,99.0
TKT-0878,2024-06-29,02:33,30/06/2024,Irene  Taylor,Admin,Hardware failure,medium,OPEN,Walk In,South,109.0,2450,Yes,yes,,linux,Afternoon,yes,,95.89,4.0
TKT-0367,29/06/2024,06:27:26 PM,06-29-2024,Carol  White,Marketing,Email Problem,low,closed,Email,East,74.0,2289,NO,no,4.0,Windows 11,morning,Yes,3.0,108.84,4.0
TKT-0092,23/09/2024,13:44:57,24/09/2024,Grace Wilson ,Finance,Email Problem,low,Open,self-service portal,South,119.0,3073,Yes,Y,2.0,Windows 10,morning,Yes,0.0,66.24,2.0
TKT-0340,26-Jun-2024,09:10:07,06-27-2024,James Anderson,Legal,Data Recovery,Mediun,Open,Walk-in,,72.0,2003,no,,3.0,Windows 10 ,Afternoon,no,0.0,62.51,2.0
TKT-0898,2024/07/13,19:15:29,2024-07-14,Frank Miller,Finance,VPN Access,medium,In Progress,self-service portal,East,156.0,3474,YES,Y,,WINDOWS 11,Night,No,1.0,,5.0
TKT-0565,2024-05-06,11:34:52 PM,07-May-2024,Emily Davis,IT,Hardware Failure,Critical,Open,EMAIL,North,19.0,2549,no,no,3.0,MacOS,Morning,,,16.79,10.0
TKT-0346,18-Jan-2024,08:47:07,20-Jan-2024,Carol White,Operations,Hardware Failure,Medium,escalated,EMAIL,North,169.0,1651,No,,5.0,Windows 10,Morning,yes,-1.0,88.76,4.0
TKT-0777,2024-06-04,14:57:44,05/06/2024,Henry Moore,Legal,Hardware Failure,Medium,Resolved,phone,Central,119.0,3478,Yes,,,linux,Afternoon,No,-1.0,148.02,6.0
TKT-0242,04/02/2024,06:50 PM,2024/02/05,,Marketing,network issue,CRITICAL,closed,chat,East,148.0,526,NO,Y,5.0,macOS,Afternoon,yes,0.0,133.25,3.0
TKT-0014,2024/04/08,13:42,08/04/2024,Alice Johnson,Sales,Account Locked,HIGH,Escalated,EMAIL,South,159.0,2341,yes,no,0.0,windows 10,morning,No,0.0,,4.0
TKT-0316,2024/12/14,09:53:14 AM,2024/12/16,David Brown,HR,Account Locked,medium,In progress,chat,South,,695,,No,2.0,windows 10,AFTERNOON,no,1.0,32.62,8.0
TKT-0601,2024/10/16,19:03,2024/10/18,EMILY DAVIS,Legal,network issue,Critical,Escalated,Chat,South,103.0,2197,NO,no,3.0,linux,Afternoon,no,-1.0,89.64,5.0
TKT-0388,2024-06-23,03:49 PM,2024/06/25,Grace Wilson ,Operations,Data Recovery,Medium,resolved,EMAIL,South,171.0,405,NO,,,Windows 10,AFTERNOON,No,0.0,150.2,9.0
,05-17-2024,20:44,18/05/2024,JAMES ANDERSON,Sales,VPN Access,low,In Progress,phone,North,97.0,2318,NO,N,,WINDOWS 11,morning,Yes,,48.33,2.0
TKT-0167,02-29-2024,09:45:54 AM,2024/03/01,Henry Moore,Sales,SOFTWARE INSTALLATION,CRITICAL,Closed,Walk-in,East,10.0,1122,no,Yes,,linux,Night,No,0.0,187.91,
TKT-0841,2024-11-28,22:13,2024/11/29,frank miller,Admin,Network Issue,medium,OPEN,self-service portal,West,58.0,3146,no,Y,99.0,macOS,Afternoon,Yes,0.0,26.41,6.0
TKT-0021,09/01/2024,02:18 AM,11-Jan-2024,BOB SMITH,Sales,vpn access,Hign,escalated,phone,,179.0,1006,yes,N,-1.0,WINDOWS 11,Night Shift,,2.0,167.36,5.0
TKT-0647,2024-05-11,09:55 PM,05-12-2024,David Brown,IT,Hardware failure,Mediun,Resolved,EMAIL,North,36.0,883,no,No,3.0,WINDOWS 11,AFTERNOON,yes,0.0,168.55,5.0
TKT-0819,03-17-2024,00:55:30,03-19-2024,EMILY DAVIS,Legal,SOFTWARE INSTALLATION,Critical,Closed,Email,East,121.0,1462,Yes,,-1.0,Windows 11,Night,,0.0,61.65,5.0
TKT-0485,22/11/2024,10:31:16 PM,11-23-2024,,HR,Printer Issue,low,resolved,self-service portal,Central,154.0,500,NO,no,1.0,windows 10,Afternoon,No,,163.91,3.0
TKT-0486,20/04/2024,07:38:32 PM,20-Apr-2024,alice johnson,Legal,network issue,Medium,Open,Self-Service Portal,,20.0,993,no,,,Windows 10,Night Shift,Yes,0.0,30.11,-2.0
TKT-0505,02-25-2024,10:52:20,,JAMES ANDERSON,Marketing,Printer Issue,low,In progress,Walk In,South,,897,NO,No,,Windows 11,Afternoon,no,,189.86,2.0
TKT-0832,2024/04/09,17:24,2024/04/10,Carol White,Finance,Password Reset,Critical,escalated,Phone,East,125.0,3412,YES,yes,99.0,Linux,Night,no,0.0,50.5,8.0
